raw_vrs,new_vars,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
upps_unconventional,NA,"I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_pace,NA,I am able to pace myself so as to get things done on time.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_reasoning,NA,I usually make up my mind through careful reasoning.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_reject_regret,NA,"When I feel rejected, I will often say things that I later regret.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_worry_excite,NA,Others are shocked or worried about the things I do when I am feeling very excited.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_airplane,NA,I would like to learn to fly an airplane.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_get_done,NA,I am a person who always gets the job done.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_cautious,NA,I am a cautious person.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_resist_feel,NA,It is hard for me to resist acting on my feeling.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_bad_consequence,NA,"When I get really happy about something, I tend to do things that can have bad consequences.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_frighten,NA,I sometimes like doing things that are a bit frightening.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_finish_work,NA,I almost always finish projects that I start.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_expect,NA,Before I get into a new situation I like to find out what to expect from it.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_worse,NA,I often make matters worse because I act without thinking when I am upset.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_overboard,NA,"When overjoyed, I feel like I can't stop myself from going overboard.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_ski_fast,NA,I would enjoy the sensation of skiing very fast down a high mountain slope.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_ignore_little,NA,Sometimes there are so many little things to be done that I just ignore them all.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_think_do,NA,I usually think carefully before doing anything.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_ignore_result,NA,"When I am really excited, I tend not to think of the consequences of my actions.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_say_regret,NA,"In the heat of an argument, I will often say things that I later regret.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_scuba,NA,I would like to go scuba diving.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_nonthink,NA,I tend to act without thinking when I am really excited.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_control_feel,NA,I always keep my feelings under control.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_uncomfortable,NA,"When I am really happy, I often find myself in situations that I normally wouldn't be comfortable with.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_pro_con,NA,"Before making up my mind, I consider all the advantagse and disadvantages.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_drive_fast,NA,I would enjoy fast driving.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_crave,NA,"When I am very happy, I feel like it is ok to give in to cravings or overindulge.        ",raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_impulsive,NA,Sometimes I do impulsive things that I later regret.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
upps_surpise_act,NA,I am surprised at the things I do while in a great mood.        ,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
uppsp_complete,NA,Complete?,raw,0,"agree strongly = 1, agree some = 2, disagree some = 3, disagree strongly = 4",NA,NA,NA,NA,NA
"upps_reserved, upps_impulse_control, upps_excitement, upps_end, upps_consequence, upps_careful, upps_resist, upps_try, upps_give_up, upps_cause_problem, upps_no_blurt, upps_get_out, upps_move_quick, upps_unfinished, upps_cause_problem2, upps_think_before_do, upps_regret_later, upps_water_ski, upps_hate_stop, upps_lose_control, upps_proceed, upps_stop_bad, upps_enjoy_risk, upps_concentrate, upps_ecstatic. upps_parachute, upps_finish, upps_rational, upps_upset_act, upps_bad_choice, upps_unconventional, upps_pace, upps_reasoning, upps_reject_regret, upps_worry_excite, upps_airplane, upps_get_done, upps_cautious, upps_resist_feel, upps_bad_consequence, upps_frighten, upps_finish_work, upps_expect, upps_worse, upps_overboard, upps_ski_fast, upps_ignore_little, upps_think_do, upps_ignore_result, upps_say_regret, upps_scuba, upps_nonthink, upps_control_feel, upps_uncomfortable, upps_pro_con, upps_drive_fast, upps_crave, upps_impulsive, upps_surpise_act, uppsp_complete, subject_id",NA,NA,select,1,NA,NA,NA,NA,NA,NA
subject_id,id,NA,rename,2,NA,NA,NA,NA,NA,NA
upps_reserved,upps_reserved,I have a reserved and cautious attitude toward life.,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
upps_impulse_control,upps_impulse,I have trouble controlling my impulses.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=4",NA,NA,NA,NA
upps_excitement,upps_excite,I generally seek new and exciting experiences and sensations.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=5",NA,NA,NA,NA
upps_end,upps_end,I generally like to see things through to the end.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=6",NA,NA,NA,NA
upps_consequence,upps_consequence,"When I am very happy, I can't seem to stop myself from doing things that can have bad consequences.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=7",NA,NA,NA,NA
upps_careful,upps_careful,My thinking is usually careful and purposeful.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=8",NA,NA,NA,NA
upps_resist,upps_resist,"I have trouble resisting my cravings (for food, cigarettes, etc.).        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=9",NA,NA,NA,NA
upps_try,upps_try,I'll try anything once.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=10",NA,NA,NA,NA
upps_give_up,upps_give_up,I tend to give up easily.	,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=11",NA,NA,NA,NA
upps_cause_problem,upps_problem_1,"When I am in great mood, I tend to get into situations that could cause me problems.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=12",NA,NA,NA,NA
upps_no_blurt,upps_blurt,I am not one of those people who blurt out things without thinking.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=13",NA,NA,NA,NA
upps_get_out,upps_get_out,I often get involved in things I later wish I could get out of.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=14",NA,NA,NA,NA
upps_move_quick,upps_quick,I like sports and games in which you have to choose your next move very quickly.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=15",NA,NA,NA,NA
upps_unfinished,upps_unfinished,Unfinished tasks really bother me.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=16",NA,NA,NA,NA
upps_cause_problem2,upps_problem_2,"When I am very happy, I tend to do things that may cause problems in my life.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=17",NA,NA,NA,NA
upps_think_before_do,upps_think,I like to stop and think things over before I do them.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=18",NA,NA,NA,NA
upps_regret_later,upps_regret,"When I feel bad, I will often do things I later regret in order to make myself feel better now.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=19",NA,NA,NA,NA
upps_water_ski,upps_water,I would enjoy water skiing.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=20",NA,NA,NA,NA
upps_hate_stop,upps_hate,Once I get going on something I hate to stop.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=21",NA,NA,NA,NA
upps_lose_control,upps_lose,I tend to lose control when I am in a great mood.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=22",NA,NA,NA,NA
upps_proceed,upps_proceed,I don't like to start a project until I know exactly how to proceed.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=23",NA,NA,NA,NA
upps_stop_bad,upps_stop,"Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=24",NA,NA,NA,NA
upps_enjoy_risk,upps_enjoy,I quite enjoy taking risks.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=25",NA,NA,NA,NA
upps_concentrate,upps_concentrate,I concentrate easily.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=26",NA,NA,NA,NA
upps_ecstatic,upps_ecstatic,"When I am really ecstatic, I tend to get out of control.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=27",NA,NA,NA,NA
upps_parachute,upps_parachute,I would enjoy parachute jumping.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=28",NA,NA,NA,NA
upps_finish,upps_finish,I finish what I start.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=29",NA,NA,NA,NA
upps_rational,upps_rational,"I tend to value and follow a rational, ""sensible"" approach to things.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=30",NA,NA,NA,NA
upps_upset_act,upps_upset,When I am upset I often act without thinking.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=31",NA,NA,NA,NA
upps_bad_choice,upps_bad_choice,Others would say I make bad choices when I am extremely happy about something.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=32",NA,NA,NA,NA
upps_unconventional,upps_unconventional,"I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=33",NA,NA,NA,NA
upps_pace,upps_pace,I am able to pace myself so as to get things done on time.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=34",NA,NA,NA,NA
upps_reasoning,upps_reasoning,I usually make up my mind through careful reasoning.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=35",NA,NA,NA,NA
upps_reject_regret,upps_reject,"When I feel rejected, I will often say things that I later regret.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=36",NA,NA,NA,NA
upps_worry_excite,upps_worry,Others are shocked or worried about the things I do when I am feeling very excited.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=37",NA,NA,NA,NA
upps_airplane,upps_airplane,I would like to learn to fly an airplane.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=38",NA,NA,NA,NA
upps_get_done,upps_get_done,I am a person who always gets the job done.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=39",NA,NA,NA,NA
upps_cautious,upps_cautious,I am a cautious person.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=40",NA,NA,NA,NA
upps_resist_feel,upps_resist,It is hard for me to resist acting on my feeling.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=41",NA,NA,NA,NA
upps_bad_consequence,upps_bad_consequence,"When I get really happy about something, I tend to do things that can have bad consequences.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=42",NA,NA,NA,NA
upps_frighten,upps_frighten,I sometimes like doing things that are a bit frightening.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=43",NA,NA,NA,NA
upps_finish_work,upps_finish,I almost always finish projects that I start.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=44",NA,NA,NA,NA
upps_expect,upps_expect,Before I get into a new situation I like to find out what to expect from it.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=45",NA,NA,NA,NA
upps_worse,upps_worse,I often make matters worse because I act without thinking when I am upset.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=46",NA,NA,NA,NA
upps_overboard,upps_overbooard,"When overjoyed, I feel like I can't stop myself from going overboard.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=47",NA,NA,NA,NA
upps_ski_fast,upps_ski,I would enjoy the sensation of skiing very fast down a high mountain slope.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=48",NA,NA,NA,NA
upps_ignore_little,upps_ignore_little,Sometimes there are so many little things to be done that I just ignore them all.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=49",NA,NA,NA,NA
upps_think_do,upps_think,I usually think carefully before doing anything.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=50",NA,NA,NA,NA
upps_ignore_result,upps_ignore_result,"When I am really excited, I tend not to think of the consequences of my actions.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=51",NA,NA,NA,NA
upps_say_regret,upps_say,"In the heat of an argument, I will often say things that I later regret.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=52",NA,NA,NA,NA
upps_scuba,upps_scuba,I would like to go scuba diving.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=53",NA,NA,NA,NA
upps_nonthink,upps_nonthink,I tend to act without thinking when I am really excited.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=54",NA,NA,NA,NA
upps_control_feel,upps_control,I always keep my feelings under control.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=55",NA,NA,NA,NA
upps_uncomfortable,upps_uncomfortable,"When I am really happy, I often find myself in situations that I normally wouldn't be comfortable with.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=56",NA,NA,NA,NA
upps_pro_con,upps_pro_con,"Before making up my mind, I consider all the advantagse and disadvantages.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=57",NA,NA,NA,NA
upps_drive_fast,upps_drive,I would enjoy fast driving.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=58",NA,NA,NA,NA
upps_crave,upps_crave,"When I am very happy, I feel like it is ok to give in to cravings or overindulge.        ",recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=59",NA,NA,NA,NA
upps_impulsive,upps_impulsive,Sometimes I do impulsive things that I later regret.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=60",NA,NA,NA,NA
upps_surpise_act,upps_surprise,I am surprised at the things I do while in a great mood.        ,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=61",NA,NA,NA,NA
uppsp_complete,upps_complete,Complete?,recode,2,"agree strongly = 0, agree some = 1, disagree some = 2, disagree strongly = 3","1=0, 2=1, 3=2, 4=62",NA,NA,NA,NA
"upps_reserved, upps_impulse_control, upps_excitement, upps_end, upps_consequence, upps_careful, upps_resist, upps_try, upps_give_up, upps_cause_problem, upps_no_blurt, upps_get_out, upps_move_quick, upps_unfinished, upps_cause_problem2, upps_think_before_do, upps_regret_later, upps_water_ski, upps_hate_stop, upps_lose_control, upps_proceed, upps_stop_bad, upps_enjoy_risk, upps_concentrate, upps_ecstatic. upps_parachute, upps_finish, upps_rational, upps_upset_act, upps_bad_choice, upps_unconventional, upps_pace, upps_reasoning, upps_reject_regret, upps_worry_excite, upps_airplane, upps_get_done, upps_cautious, upps_resist_feel, upps_bad_consequence, upps_frighten, upps_finish_work, upps_expect, upps_worse, upps_overboard, upps_ski_fast, upps_ignore_little, upps_think_do, upps_ignore_result, upps_say_regret, upps_scuba, upps_nonthink, upps_control_feel, upps_uncomfortable, upps_pro_con, upps_drive_fast, upps_crave, upps_impulsive, upps_surpise_act, uppsp_complete",upps_average,NA,mean,3,NA,NA,NA,NA,NA,NA
